,username,fullname,user_id,tweet_id,timestamp,replies,retweets,likes,text,html,hashtag,year
61,mdevgan,Manish Devgan,14810480,1121393205910605828,2019-04-25 12:39:09,0,0,1,"""I want to see you in Riga."" says Bodo Erken, founder and CEO of Trackerando.   A brand new Cumulocity IoT track at our International User Group.  Register at: http://www.softwareag.com/IUG2019 
#IUG2019 #usergroup #SoftwareAG #IoT #cumulocity #innovationhttps://lnkd.in/evkdS6d ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""I want to see you in Riga."" says Bodo Erken, founder and CEO of Trackerando.   A brand new Cumulocity IoT track at our International User Group.  Register at: <a class=""twitter-timeline-link"" data-expanded-url=""http://www.softwareag.com/IUG2019"" dir=""ltr"" href=""https://t.co/6uQvlTUBnF"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.softwareag.com/IUG2019""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">softwareag.com/IUG2019</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IUG2019?src=hash""><s>#</s><b>IUG2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/usergroup?src=hash""><s>#</s><b>usergroup</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SoftwareAG?src=hash""><s>#</s><b>SoftwareAG</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cumulocity?src=hash""><s>#</s><b><strong>cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/innovation?src=hash""><s>#</s><b>innovation</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://lnkd.in/evkdS6d"" dir=""ltr"" href=""https://t.co/PGnJrYoTUq"" rel=""nofollow noopener"" target=""_blank"" title=""https://lnkd.in/evkdS6d""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">lnkd.in/evkdS6d</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2019
62,Kelltontech,Kellton Tech,962246988,1121017346905317377,2019-04-24 11:45:37,0,1,4,"#CumulocityIoT enables #manufacturing businesses build new business models with smart devices and services. Know how we use #Cumulocity to offer smart services - http://bit.ly/KT-Cumulocity-IoT-Solutions …
#DigitalTransformation #IoT #Technology #SoftwareAG #Industry40 #TransformWithKelltonpic.twitter.com/hA4CD7f4W7","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CumulocityIoT?src=hash""><s>#</s><b>CumulocityIoT</b></a> enables <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/manufacturing?src=hash""><s>#</s><b>manufacturing</b></a> businesses build new business models with smart devices and services. Know how we use <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> to offer smart services - <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/KT-Cumulocity-IoT-Solutions"" dir=""ltr"" href=""https://t.co/hnD7sencn4"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/KT-Cumulocity-IoT-Solutions""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/KT-Cumulocity-</span><span class=""invisible"">IoT-Solutions</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DigitalTransformation?src=hash""><s>#</s><b>DigitalTransformation</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Technology?src=hash""><s>#</s><b>Technology</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SoftwareAG?src=hash""><s>#</s><b>SoftwareAG</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TransformWithKellton?src=hash""><s>#</s><b>TransformWithKellton</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/hA4CD7f4W7"">pic.twitter.com/hA4CD7f4W7</a></p>",cumulocity,2019
63,i8a8solution,Mark Dilchert,798219232496549888,1118421155977650176,2019-04-17 07:49:17,0,0,0,Happy to have #Cloudgate #IOT gateways which are communicating and compatible with #Cumulocity https://twitter.com/SoftwareAG/status/1118419322370764800 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Happy to have <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cloudgate?src=hash""><s>#</s><b>Cloudgate</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IOT?src=hash""><s>#</s><b>IOT</b></a> gateways which are communicating and compatible with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/SoftwareAG/status/1118419322370764800"" dir=""ltr"" href=""https://t.co/8oTbeCdSD2"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/SoftwareAG/status/1118419322370764800""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/SoftwareAG/sta</span><span class=""invisible"">tus/1118419322370764800</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2019
68,_it_services,IT Services News,4825027321,742382856538750977,2016-06-13 15:47:20,0,0,0,"#Cumulocity, and its Strategic Partner Deutsche Telekom, Simplify Industry 4.0 Deployments with... Read more: http://owler.us/aaQCZV ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a>, and its Strategic Partner Deutsche Telekom, Simplify Industry 4.0 Deployments with... Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/aaQCZV"" dir=""ltr"" href=""https://t.co/r5foHPUDEN"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/aaQCZV""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/aaQCZV</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2016
70,StefanRied,Stefan Ried,16433903,675249543341072384,2015-12-11 09:43:31,0,0,0,Talking with #cumulocity about the IOT integration platform. Stay tuned to have mash-ups with #CircuitDev http://circuit.com  soon,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Talking with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cumulocity?src=hash""><s>#</s><b><strong>cumulocity</strong></b></a> about the IOT integration platform. Stay tuned to have mash-ups with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CircuitDev?src=hash""><s>#</s><b>CircuitDev</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://circuit.com"" dir=""ltr"" href=""https://t.co/SGoLCOS4W2"" rel=""nofollow noopener"" target=""_blank"" title=""http://circuit.com""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">circuit.com</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> soon</p>",cumulocity,2015
72,ajayrmishra10,Ajay Mishra,915822889,760694692791058432,2016-08-03 04:32:02,0,0,0,"#cumulocity, #IoT : IoT is happening and happening faster than expected. http://iotbusinessnews.com/2016/08/02/97020-cumulocity-joins-oasis-alliance-enhance-mqtt-standard-internet-things-iot-deployments/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cumulocity?src=hash""><s>#</s><b><strong>cumulocity</strong></b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> : IoT is happening and happening faster than expected. <a class=""twitter-timeline-link"" data-expanded-url=""http://iotbusinessnews.com/2016/08/02/97020-cumulocity-joins-oasis-alliance-enhance-mqtt-standard-internet-things-iot-deployments/"" dir=""ltr"" href=""https://t.co/KcZV7qMI0h"" rel=""nofollow noopener"" target=""_blank"" title=""http://iotbusinessnews.com/2016/08/02/97020-cumulocity-joins-oasis-alliance-enhance-mqtt-standard-internet-things-iot-deployments/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">iotbusinessnews.com/2016/08/02/970</span><span class=""invisible"">20-cumulocity-joins-oasis-alliance-enhance-mqtt-standard-internet-things-iot-deployments/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2016
74,deb0512das,Debabrata Das,484135742,1043482193232838656,2018-09-22 12:48:36,0,0,2,Lovely day spent @Wipro delivering @SoftwareAG technology day messages #webmethods #cumulocity pic.twitter.com/OJunBEjsVu,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Lovely day spent <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14390109"" dir=""ltr"" href=""/Wipro""><s>@</s><b>Wipro</b></a> delivering <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20679454"" dir=""ltr"" href=""/SoftwareAG""><s>@</s><b>SoftwareAG</b></a> technology day messages <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/webmethods?src=hash""><s>#</s><b>webmethods</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cumulocity?src=hash""><s>#</s><b><strong>cumulocity</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OJunBEjsVu"">pic.twitter.com/OJunBEjsVu</a></p>",cumulocity,2018
75,manuvd81,ManuVD,3321317710,1042842168048672769,2018-09-20 18:25:22,0,0,0,"IoTapas anyone? Software AG will show #Cumulocity #IoT at the IoT Solutions World Congress 2018, Barcelona on 16-18 Oct 2018. Meet us at booth C310. We're giving away a limited number of free passes too! Register here https://goo.gl/uTjULk ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IoTapas anyone? Software AG will show <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> at the IoT Solutions World Congress 2018, Barcelona on 16-18 Oct 2018. Meet us at booth C310. We're giving away a limited number of free passes too! Register here <a class=""twitter-timeline-link"" data-expanded-url=""https://goo.gl/uTjULk"" dir=""ltr"" href=""https://t.co/1BONux9AeR"" rel=""nofollow noopener"" target=""_blank"" title=""https://goo.gl/uTjULk""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">goo.gl/uTjULk</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2018
76,SoftwareAG_D,Software AG Dtld.,137759309,1042396032695447552,2018-09-19 12:52:35,0,0,2,".@grossbernd stellt die Highlights 2018 von #Cumulocity #IoT vor: #Microservices , #Edge, #Analytics und Device #Integration & Managementpic.twitter.com/WXKElE9fVb","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1227443688"" dir=""ltr"" href=""/GrossBernd""><s>@</s><b>grossbernd</b></a> stellt die Highlights 2018 von <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> vor: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Microservices?src=hash""><s>#</s><b>Microservices</b></a> , <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Edge?src=hash""><s>#</s><b>Edge</b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Analytics?src=hash""><s>#</s><b>Analytics</b></a> und Device <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Integration?src=hash""><s>#</s><b>Integration</b></a> &amp; Management<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/WXKElE9fVb"">pic.twitter.com/WXKElE9fVb</a></p>",cumulocity,2018
77,SoftwareAG_NL,SoftwareAG Nederland,47581717,1042333589323567104,2018-09-19 08:44:27,0,1,8,"Come to our booth at #CWIN18 in Utrech on September 25 and try  #Cumulocity IoT Smart Goods showcase demo! At @SoftwareAG we connect and  integrate people, things, data, devices and apps. Do not miss it!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Come to our booth at <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CWIN18?src=hash""><s>#</s><b>CWIN18</b></a> in Utrech on September 25 and try  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> IoT Smart Goods showcase demo! At <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20679454"" dir=""ltr"" href=""/SoftwareAG""><s>@</s><b>SoftwareAG</b></a> we connect and  integrate people, things, data, devices and apps. Do not miss it!</p>",cumulocity,2018
82,TobiasHartenst1,Tobias Hartenstein,819904161584185344,851362587329605635,2017-04-10 09:13:53,0,3,4,"Unlimit, #Cumulocity launch #IoT solutions platform Enablement #SAGhttp://buff.ly/2ohsF7b ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Unlimit, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> launch <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> solutions platform Enablement <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SAG?src=hash""><s>#</s><b>SAG</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://buff.ly/2ohsF7b"" dir=""ltr"" href=""https://t.co/AduL9sJGbv"" rel=""nofollow noopener"" target=""_blank"" title=""http://buff.ly/2ohsF7b""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">buff.ly/2ohsF7b</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
83,ETInfotechNews,ET Infotech News,36321592,850222859398123520,2017-04-07 05:45:00,0,1,0,"Anil Ambani's #Unlimit ties up with German cloud software provider #Cumulocity
http://economictimes.indiatimes.com/articleshow/58055897.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=ETTWMain …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Anil Ambani's <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Unlimit?src=hash""><s>#</s><b>Unlimit</b></a> ties up with German cloud software provider <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a>
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://economictimes.indiatimes.com/articleshow/58055897.cms?utm_source=twitter.com&amp;utm_medium=referral&amp;utm_campaign=ETTWMain"" dir=""ltr"" href=""https://t.co/pE17ug42Bk"" rel=""nofollow noopener"" target=""_blank"" title=""http://economictimes.indiatimes.com/articleshow/58055897.cms?utm_source=twitter.com&amp;utm_medium=referral&amp;utm_campaign=ETTWMain""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">economictimes.indiatimes.com/articleshow/58</span><span class=""invisible"">055897.cms?utm_source=twitter.com&amp;utm_medium=referral&amp;utm_campaign=ETTWMain</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2017
84,EconomicTimes,Economic Times,39743812,850222858932412416,2017-04-07 05:45:00,0,4,6,"Anil Ambani's #Unlimit ties up with German cloud software provider #Cumulocity
http://economictimes.indiatimes.com/articleshow/58055897.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=ETTWMain …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Anil Ambani's <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Unlimit?src=hash""><s>#</s><b>Unlimit</b></a> ties up with German cloud software provider <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a>
<a class=""twitter-timeline-link"" data-expanded-url=""http://economictimes.indiatimes.com/articleshow/58055897.cms?utm_source=twitter.com&amp;utm_medium=referral&amp;utm_campaign=ETTWMain"" dir=""ltr"" href=""https://t.co/COjuIrslG0"" rel=""nofollow noopener"" target=""_blank"" title=""http://economictimes.indiatimes.com/articleshow/58055897.cms?utm_source=twitter.com&amp;utm_medium=referral&amp;utm_campaign=ETTWMain""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">economictimes.indiatimes.com/articleshow/58</span><span class=""invisible"">055897.cms?utm_source=twitter.com&amp;utm_medium=referral&amp;utm_campaign=ETTWMain</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2017
85,_it_services,IT Services News,4825027321,850031231483887616,2017-04-06 17:03:33,0,0,0,"Unlimit, #Cumulocity launch IoT solutions platform Enablement. Read more: http://owler.us/acvMyY ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Unlimit, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> launch IoT solutions platform Enablement. Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/acvMyY"" dir=""ltr"" href=""https://t.co/DxoJk06lV0"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/acvMyY""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/acvMyY</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
86,_it_services,IT Services News,4825027321,850030765005914112,2017-04-06 17:01:41,0,0,0,"#Cumulocity Reliance Group's Unlimit launches Enablement, first Indian IoT application platform... Read more: http://owler.us/acvMyZ ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> Reliance Group's Unlimit launches Enablement, first Indian IoT application platform... Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/acvMyZ"" dir=""ltr"" href=""https://t.co/VsKLORorHh"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/acvMyZ""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/acvMyZ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
87,_it_services,IT Services News,4825027321,850030609602760705,2017-04-06 17:01:04,0,0,0,"Unlimit, #Cumulocity launch IoT solutions platform Enablement. Read more: http://owler.us/acvMy2 ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Unlimit, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> launch IoT solutions platform Enablement. Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/acvMy2"" dir=""ltr"" href=""https://t.co/lTHV8r7jy8"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/acvMy2""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/acvMy2</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
88,_it_services,IT Services News,4825027321,850030298670579712,2017-04-06 16:59:50,0,0,0,Reliance Group's Unlimit & #Cumulocity launch IoT solutions platform Enablement. Read more: http://owler.us/acvMy4 ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Reliance Group's Unlimit &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> launch IoT solutions platform Enablement. Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/acvMy4"" dir=""ltr"" href=""https://t.co/reUx3KGTI4"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/acvMy4""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/acvMy4</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
89,_it_services,IT Services News,4825027321,850030143208685568,2017-04-06 16:59:13,0,0,0,#Cumulocity Reliance Group's Unlimit Launches IoT Platform 'Enablement'. Read more: http://owler.us/acvMy5 ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> Reliance Group's Unlimit Launches IoT Platform 'Enablement'. Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/acvMy5"" dir=""ltr"" href=""https://t.co/s3Q2Kdp60p"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/acvMy5""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/acvMy5</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
90,_it_services,IT Services News,4825027321,850029987809775616,2017-04-06 16:58:36,0,0,0,"Unlimit, #Cumulocity Launch IoT Solutions Platform 'Enablement'. Read more: http://owler.us/acvMy3 ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Unlimit, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> Launch IoT Solutions Platform 'Enablement'. Read more: <a class=""twitter-timeline-link"" data-expanded-url=""http://owler.us/acvMy3"" dir=""ltr"" href=""https://t.co/DfyKVMWLtO"" rel=""nofollow noopener"" target=""_blank"" title=""http://owler.us/acvMy3""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">owler.us/acvMy3</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2017
91,StefanRied,Stefan Ried,16433903,848792526974853120,2017-04-03 07:01:22,0,1,1,My first official day at @Crisp_Research - meeting #SoftwareAG CTO Wolfram Jost in an hour. Talking about their #IOT strategy & #cumulocity,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My first official day at <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1341310087"" dir=""ltr"" href=""/Crisp_Research""><s>@</s><b>Crisp_Research</b></a> - meeting <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SoftwareAG?src=hash""><s>#</s><b>SoftwareAG</b></a> CTO Wolfram Jost in an hour. Talking about their <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IOT?src=hash""><s>#</s><b>IOT</b></a> strategy &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cumulocity?src=hash""><s>#</s><b><strong>cumulocity</strong></b></a></p>",cumulocity,2017
