,username,fullname,user_id,tweet_id,timestamp,replies,retweets,likes,text,html,hashtag,year
396,foolishlearner,محمد اطیب اسلم,3320837106,1008743041794957315,2018-06-18 16:07:37,0,0,1,POST Luxembourg Chooses #Software_AG’s #Cumulocity IoT for Rollout of Smart Services http://dlvr.it/QXjF3Q pic.twitter.com/t5lmwt8s96,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">POST Luxembourg Chooses <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Software_AG?src=hash""><s>#</s><b>Software_AG</b></a>’s <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> IoT for Rollout of Smart Services <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/QXjF3Q"" dir=""ltr"" href=""https://t.co/dE3uWTpoBp"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/QXjF3Q""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/QXjF3Q</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/t5lmwt8s96"">pic.twitter.com/t5lmwt8s96</a></p>",cumulocity,2018
397,irfida,RFID Association,66788012,1008738130063548416,2018-06-18 15:48:06,0,0,0,POST Luxembourg Chooses #Software_AG’s #Cumulocity IoT for Rollout of Smart Services http://dlvr.it/QXj6zD pic.twitter.com/dciaheC1Lf,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">POST Luxembourg Chooses <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Software_AG?src=hash""><s>#</s><b>Software_AG</b></a>’s <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> IoT for Rollout of Smart Services <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/QXj6zD"" dir=""ltr"" href=""https://t.co/C3PMO874R5"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/QXj6zD""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/QXj6zD</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/dciaheC1Lf"">pic.twitter.com/dciaheC1Lf</a></p>",cumulocity,2018
398,feedsh,Frederic Hanika,17899593,1007158708709744640,2018-06-14 07:12:02,0,2,3,Exciting how Software AG is building the most powerful #IIoT platform in world! #Cumulocity #Zementis #Apama #Trendminer #webMethods #MyChannels and a few more https://lnkd.in/gC_q8Y4 ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Exciting how Software AG is building the most powerful <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IIoT?src=hash""><s>#</s><b>IIoT</b></a> platform in world! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Zementis?src=hash""><s>#</s><b>Zementis</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Apama?src=hash""><s>#</s><b>Apama</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Trendminer?src=hash""><s>#</s><b>Trendminer</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/webMethods?src=hash""><s>#</s><b>webMethods</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MyChannels?src=hash""><s>#</s><b>MyChannels</b></a> and a few more <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://lnkd.in/gC_q8Y4"" dir=""ltr"" href=""https://t.co/vt440wBm6b"" rel=""nofollow noopener"" target=""_blank"" title=""https://lnkd.in/gC_q8Y4""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">lnkd.in/gC_q8Y4</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2018
408,Kelltontech,Kellton Tech,962246988,1129368501972557824,2019-05-17 12:50:08,0,2,1,"#CumulocityIoT attaches sensors to the assets in power generation plants to monitor their lifecycle & conduct predictive maintenance. Learn why businesses opt for #Cumulocity: http://bit.ly/KT-Why-Cumulocity-IoT …
#DX #IoT #Technology #Industry40 #SoftwareAG #TransformWithKellton","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CumulocityIoT?src=hash""><s>#</s><b>CumulocityIoT</b></a> attaches sensors to the assets in power generation plants to monitor their lifecycle &amp; conduct predictive maintenance. Learn why businesses opt for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a>: <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/KT-Why-Cumulocity-IoT"" dir=""ltr"" href=""https://t.co/2KgsvyC812"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/KT-Why-Cumulocity-IoT""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/KT-Why-Cumuloc</span><span class=""invisible"">ity-IoT</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DX?src=hash""><s>#</s><b>DX</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Technology?src=hash""><s>#</s><b>Technology</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SoftwareAG?src=hash""><s>#</s><b>SoftwareAG</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TransformWithKellton?src=hash""><s>#</s><b>TransformWithKellton</b></a></p>",cumulocity,2019
409,Kelltontech,Kellton Tech,962246988,1128988505445752832,2019-05-16 11:40:09,0,2,3,"Facilitating instant vehicle tracking, seamless #InventoryManagement & #PredictiveMaintenance, #CumulocityIoT transforms the #automobile industry. Here's why you should choose #Cumulocity - http://bit.ly/KT-Why-Cumulocity-IoT …
#Digital #IoT #Industry40 #SoftwareAG #TransformWithKelltonpic.twitter.com/01sLoWFnPz","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Facilitating instant vehicle tracking, seamless <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/InventoryManagement?src=hash""><s>#</s><b>InventoryManagement</b></a> &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PredictiveMaintenance?src=hash""><s>#</s><b>PredictiveMaintenance</b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CumulocityIoT?src=hash""><s>#</s><b>CumulocityIoT</b></a> transforms the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/automobile?src=hash""><s>#</s><b>automobile</b></a> industry. Here's why you should choose <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> - <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/KT-Why-Cumulocity-IoT"" dir=""ltr"" href=""https://t.co/2KgsvyC812"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/KT-Why-Cumulocity-IoT""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/KT-Why-Cumuloc</span><span class=""invisible"">ity-IoT</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Digital?src=hash""><s>#</s><b>Digital</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Industry40?src=hash""><s>#</s><b>Industry40</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SoftwareAG?src=hash""><s>#</s><b>SoftwareAG</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TransformWithKellton?src=hash""><s>#</s><b>TransformWithKellton</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/01sLoWFnPz"">pic.twitter.com/01sLoWFnPz</a></p>",cumulocity,2019
410,evswaim,Evelyn Swaim,278495248,1128766013418426368,2019-05-15 20:56:03,0,0,0,Why have lunch when you can get a #Cumulocity #IoT demo instead? Busy Software AG #iotworld booth 409!  Stop by!  #innovation Bruce Kane @John Agostinellihttps://lnkd.in/eXdVCN2 ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why have lunch when you can get a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> demo instead? Busy Software AG <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/iotworld?src=hash""><s>#</s><b>iotworld</b></a> booth 409!  Stop by!  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/innovation?src=hash""><s>#</s><b>innovation</b></a> Bruce Kane <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17151344"" dir=""ltr"" href=""/john""><s>@</s><b>John</b></a> Agostinelli<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://lnkd.in/eXdVCN2"" dir=""ltr"" href=""https://t.co/p9MLjBxUMw"" rel=""nofollow noopener"" target=""_blank"" title=""https://lnkd.in/eXdVCN2""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">lnkd.in/eXdVCN2</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2019
411,mdevgan,Manish Devgan,14810480,1126458174918279168,2019-05-09 12:05:32,0,1,3,"Andreas Edlinger gives you a few reasons why IUG 2019 is not a conference to miss.  An event organized *by* customers *for* customers! Register at: https://lnkd.in/etJSumU 
#softwareag #cumulocity #trendminer #iug2019 #customer2customer #iot #selfservicean…https://lnkd.in/eGyQ3pw ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Andreas Edlinger gives you a few reasons why IUG 2019 is not a conference to miss.  An event organized *by* customers *for* customers! Register at: <a class=""twitter-timeline-link"" data-expanded-url=""https://lnkd.in/etJSumU"" dir=""ltr"" href=""https://t.co/qVmv3RFuBO"" rel=""nofollow noopener"" target=""_blank"" title=""https://lnkd.in/etJSumU""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">lnkd.in/etJSumU</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/softwareag?src=hash""><s>#</s><b>softwareag</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cumulocity?src=hash""><s>#</s><b><strong>cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/trendminer?src=hash""><s>#</s><b>trendminer</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/iug2019?src=hash""><s>#</s><b>iug2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/customer2customer?src=hash""><s>#</s><b>customer2customer</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/iot?src=hash""><s>#</s><b>iot</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/selfservicean?src=hash""><s>#</s><b>selfservicean</b></a>…<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://lnkd.in/eGyQ3pw"" dir=""ltr"" href=""https://t.co/2whn6lOLvE"" rel=""nofollow noopener"" target=""_blank"" title=""https://lnkd.in/eGyQ3pw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">lnkd.in/eGyQ3pw</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2019
416,SoftwareAG_D,Software AG Dtld.,137759309,953256591578599426,2018-01-16 13:24:16,0,4,2,"""With #Cumulocity, we already have a unique capability in the market to integrate all kinds of systems,"" says @Grossbernd, ""together with #webMethods, they are manifold.""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""With <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a>, we already have a unique capability in the market to integrate all kinds of systems,"" says <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1227443688"" dir=""ltr"" href=""/GrossBernd""><s>@</s><b>Grossbernd</b></a>, ""together with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/webMethods?src=hash""><s>#</s><b>webMethods</b></a>, they are manifold.""</p>",cumulocity,2018
417,manuvd81,ManuVD,3321317710,951745380793778177,2018-01-12 09:19:16,0,0,0,"@Cumulocity SVP of Software AG new #IoT & #Cloud business unit, was interviewed for IoT Now magazine, on how #Cumulocity IoT allows enterprises to focus on their core competence.
Read more at https://goo.gl/ZA7UEQ ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""481245118"" dir=""ltr"" href=""/Cumulocity""><s>@</s><b>Cumulocity</b></a> SVP of Software AG new <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cloud?src=hash""><s>#</s><b>Cloud</b></a> business unit, was interviewed for IoT Now magazine, on how <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> IoT allows enterprises to focus on their core competence.
Read more at <a class=""twitter-timeline-link"" data-expanded-url=""https://goo.gl/ZA7UEQ"" dir=""ltr"" href=""https://t.co/DOY9jADBXp"" rel=""nofollow noopener"" target=""_blank"" title=""https://goo.gl/ZA7UEQ""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">goo.gl/ZA7UEQ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2018
418,Kelltontech,Kellton Tech,962246988,951384769878740992,2018-01-11 09:26:19,0,2,1,"Listen to @pkchhangani  to know how #Cumulocity uses a 'plug and play' approach to connect, manage, and extend your #devices with easy #workflow integrations. http://bit.ly/2ikv6oW  #cloud #iot #DigitalTransformation #SAG #ISMACpic.twitter.com/VQAgIgNOsB","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Listen to <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""161547192"" dir=""ltr"" href=""/pkchhangani""><s>@</s><b>pkchhangani</b></a>  to know how <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> uses a 'plug and play' approach to connect, manage, and extend your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/devices?src=hash""><s>#</s><b>devices</b></a> with easy <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/workflow?src=hash""><s>#</s><b>workflow</b></a> integrations. <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2ikv6oW"" dir=""ltr"" href=""https://t.co/ruVzWE9Gr2"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2ikv6oW""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2ikv6oW</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cloud?src=hash""><s>#</s><b>cloud</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/iot?src=hash""><s>#</s><b>iot</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DigitalTransformation?src=hash""><s>#</s><b>DigitalTransformation</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SAG?src=hash""><s>#</s><b>SAG</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ISMAC?src=hash""><s>#</s><b>ISMAC</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/VQAgIgNOsB"">pic.twitter.com/VQAgIgNOsB</a></p>",cumulocity,2018
422,oilandgasdaily,Oil & Gas E & P Jobs News OGDaily.com,948263947345461249,963839005988130818,2018-02-14 18:15:00,0,0,0,"MachNation Rates Software AG’s Cumulocity IoT a Leading Vendor in 2018 IoT Application Enablement Scorecard 
#MachNation #Cumulocity #IoT
https://www.ogdaily.com/2018/02/13/machnation-rates-software-ags-cumulocity-iot-a-leading-vendor-in-2018-iot-application-enablement-scorecard/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MachNation Rates Software AG’s Cumulocity IoT a Leading Vendor in 2018 IoT Application Enablement Scorecard 
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MachNation?src=hash""><s>#</s><b>MachNation</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a>
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.ogdaily.com/2018/02/13/machnation-rates-software-ags-cumulocity-iot-a-leading-vendor-in-2018-iot-application-enablement-scorecard/"" dir=""ltr"" href=""https://t.co/UNqBKfogh7"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ogdaily.com/2018/02/13/machnation-rates-software-ags-cumulocity-iot-a-leading-vendor-in-2018-iot-application-enablement-scorecard/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ogdaily.com/2018/02/13/mac</span><span class=""invisible"">hnation-rates-software-ags-cumulocity-iot-a-leading-vendor-in-2018-iot-application-enablement-scorecard/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2018
423,manuvd81,ManuVD,3321317710,963406234635218944,2018-02-13 13:35:20,0,0,0,@MachNation rates Software AG #Cumulocity #IoT a leader in 2018 IoT #Application Enablement Scorecard - 4th year in a row - amongst the 21 global leading IoT platform vendors. Learn More | Download the IoT AEP ScoreCard snapshot https://goo.gl/jL17uj https://lnkd.in/g7UPxzV ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2194703681"" dir=""ltr"" href=""/MachNation""><s>@</s><b>MachNation</b></a> rates Software AG <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> a leader in 2018 IoT <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Application?src=hash""><s>#</s><b>Application</b></a> Enablement Scorecard - 4th year in a row - amongst the 21 global leading IoT platform vendors. Learn More | Download the IoT AEP ScoreCard snapshot <a class=""twitter-timeline-link"" data-expanded-url=""https://goo.gl/jL17uj"" dir=""ltr"" href=""https://t.co/Sq1rGeTi8z"" rel=""nofollow noopener"" target=""_blank"" title=""https://goo.gl/jL17uj""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">goo.gl/jL17uj</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://lnkd.in/g7UPxzV"" dir=""ltr"" href=""https://t.co/CUxKy1Qrx3"" rel=""nofollow noopener"" target=""_blank"" title=""https://lnkd.in/g7UPxzV""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">lnkd.in/g7UPxzV</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",cumulocity,2018
424,i8a8solution,Mark Dilchert,798219232496549888,962574513891414016,2018-02-11 06:30:22,0,0,1,"While some are correct, it seems to have a lot of loopholes! #Tosibox #Cloudgate #PTC #Cumulocity https://twitter.com/iotonehq/status/962480587410898944 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">While some are correct, it seems to have a lot of loopholes! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Tosibox?src=hash""><s>#</s><b>Tosibox</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cloudgate?src=hash""><s>#</s><b>Cloudgate</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PTC?src=hash""><s>#</s><b>PTC</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/iotonehq/status/962480587410898944"" dir=""ltr"" href=""https://t.co/NmXQW1L2z9"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/iotonehq/status/962480587410898944""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/iotonehq/statu</span><span class=""invisible"">s/962480587410898944</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2018
425,johncorpcomms,John A. Stewart,14992103,959433352481779712,2018-02-02 14:28:31,0,2,7,#Excited as I'll be heading to Barcelona for this event... #IoT #Cumulocity Looking forward to meeting journalists and industry analysts... https://twitter.com/SoftwareAG/status/959402036067479552 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Excited?src=hash""><s>#</s><b>Excited</b></a> as I'll be heading to Barcelona for this event... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoT?src=hash""><s>#</s><b>IoT</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cumulocity?src=hash""><s>#</s><b><strong>Cumulocity</strong></b></a> Looking forward to meeting journalists and industry analysts... <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/SoftwareAG/status/959402036067479552"" dir=""ltr"" href=""https://t.co/BFsYcL8ymE"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/SoftwareAG/status/959402036067479552""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/SoftwareAG/sta</span><span class=""invisible"">tus/959402036067479552</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",cumulocity,2018
